Title,Provider,Description,Deadline,Local_ScholarshipType,Overseas_ScholarshipType,Singaporean_Nationality,PR_Nationality,Foreigner_Nationality,Olvl_EducationLevel,JC_EducationLevel,Poly_EducationLevel,Uni_EducationLevel,Masters_EducationLevel,ITE_EducationLevel
National Parks Board (NParks) Overseas Merit Award (Year 2019),National Parks Board (NParks),We would like to invite Singapore Citizens and Permanent Residents; with outstanding academic achievements; demonstrated leadership capabilities and active participation in co-curricular and community/voluntary activities; to apply for the NParksï¿½ Overseas Merit Award. Graduates of relevant Po...,Deadline: Closed for this cycle.,F,T,T,T,F,F,T,T,T,F,F
National Parks Board (NParks) Postgraduate Scholarships (Year 2019),National Parks Board (NParks),We invite interested professionals and graduates to apply for the NParks Postgraduate Scholarships. Scholars can choose to pursue their Masters and do their research studies in universities in US; UK; Canada or Australia in the following specialised fields: Plant Taxonomy Plant Breeding Plant Physio...,Deadline: All Year Round,T,T,T,T,F,F,F,F,T,T,F
NUHS Nursing and Allied Health Sponsorships,National University Health System (NUHS),At NUHS; our people are our greatest asset. Our team of healthcare professionals is dedicated to providing quality care for our patients. Our dynamic environment offers ample opportunities for training; growth and development. Join us to fulfill your career aspirations and help us build a healthy c...,Deadline: All Year Round,T,T,T,T,F,T,T,T,T,F,F
NUS ASEAN Undergraduate Scholarship (AUS),National University of Singapore,Courses/Discipline? Any full-time undergraduate course leading to a first degree; except Music and Yale-NUS College Value & Benefits? ï¿½ Full subsidy for tuition fees (after MOE Tuition Grant subsidy) ï¿½ Annual living allowance of S$5;800 Requirements? ï¿½ Citizens of an ASEAN m...,Deadline: Closed for this cycle.,T,F,F,F,T,F,T,T,T,F,F
University Engineering Scholarship (UES),National University of Singapore,Courses/Discipline? A full-time Engineering/Computing undergraduate degree programme at NUS; a full-time Engineering/Technology programme at NTU; a full-time Engineering/Technology/Science programme at SIT or a full-time Engineering/Technology programme at SUTD Value & Benefits? ï¿½ Full ...,Deadline: Closed for this cycle.,T,F,T,T,F,F,T,T,T,F,F
Lee Kuan Yew Scholarship to Encourage Upgrading (LKY-STEP) Award,National University of Singapore,Courses/Discipline? A full-time undergraduate degree programme at NUS; NTU; SIT; SMU and SUTD Value & Benefits ï¿½ One-time cash award of S$3;500 Requirements ï¿½ Singaporean Citizens or Singapore Permanent Residents ï¿½ Good co-curricular activities record ï¿½ Possess outstanding ...,Deadline: Closed for this cycle.,T,F,T,T,F,F,T,T,T,F,F
NUS Science & Technology (S&T) Undergraduate Scholarship,National University of Singapore,Courses/Discipline? A full time Engineering/Computing/Science (excluding Pharmacy) undergraduate degree programme at NUS Value & Benefits? ï¿½ Full subsidy for tuition fees (after MOE Tuition Grant subsidy) ï¿½ Annual living allowance of S$6;000 ï¿½ One-time settling-in allowance of...,Deadline: Closed for this cycle.,T,F,T,T,F,F,T,T,T,F,F
NUS Sports Scholarship,National University of Singapore,Courses/Discipline Any full-time undergraduate course leading to a first degree; except Music and Yale-NUS College Value & Benefits? ï¿½ Full subsidy for tuition fees (after MOE Tuition Grant subsidy) ï¿½ Annual living allowance of S$6;000 ï¿½ S$2;800 annual accomodation allowance if...,Deadline: Closed for this cycle.,T,F,T,T,F,F,T,T,T,F,F
NUS Performing & Visual Arts Scholarship,National University of Singapore,Courses/Discipline Any full-time undergraduate course leading to a first degree; except Music and Yale-NUS College Value & Benefits? ï¿½ Full subsidy for tuition fees (after MOE Tuition Grant subsidy) ï¿½ Annual living allowance of S$6;000 ï¿½ S$2;800 annual accomodation allowance if...,Deadline: Closed for this cycle.,T,F,T,T,F,F,T,T,T,F,F
Stephen Riady Young Entrepreneur Scholarship,National University of Singapore,Courses/Discipline Any full-time undergraduate course leading to a first degree; except Dentistry; Medicine; Music and Yale-NUS College Value & Benefits ï¿½ Full subsidy for tuition fees (after MOE Tuition Grant subsidy) ï¿½ Annual living allowance of S$6;000 ï¿½ One-time computer allow...,Deadline: Closed for this cycle.,T,F,T,T,F,F,T,T,T,F,F
Wee Cho Yaw Future Leaders Award,National University of Singapore,Courses/Discipline Any full-time undergraduate course leading to a first degree; except Yale-NUS College Value & Benefits? ï¿½ Full subsidy for tuition fees (after MOE Tuition Grant subsidy) ï¿½ Annual living allowance of S$6;000 ï¿½ One-time computer allowance of S$2;000 Requirements...,Deadline: Closed for this cycle.,T,F,T,T,F,F,T,T,T,F,F
PA Scholarship ï¿½ an undergraduate scholarship with a difference,People's Association (PA),If you are looking for a meaningful career where you can find an area that you are passionate about; be it youth; active ageing; sports; arts and culture; social development or community leadership; the PA Scholarship is for you. As a PA scholar; you will have a rich experience of community organisi...,Deadline: Closed for this cycle.,T,T,T,T,F,T,T,T,T,F,F
Raffles Medical Group Undergraduate Scholarship,Raffles Medical Group Ltd,Course of Study Nursing Pharmacy Occupational Therapy Diagnostic Radiography Physiotherapy Business Administration Benefits Tuition Fees Monthly Allowances Mandatory Miscellaneous Fees Attachment Allowances Eligibility Singapore Citizens or Singapore Permanent Residents Excellent GCE ï¿½Aï¿½...,Deadline: All Year Round,T,F,T,T,F,T,T,T,T,F,F
Raffles Medical Group Mid-Term Scholarship,Raffles Medical Group Ltd,Course of Study Nursing Pharmacy Occupational Therapy Diagnostic Radiography Physiotherapy Business Administration Benefits Tuition Fees Monthly Allowances Mandatory Miscellaneous Fees Attachment Allowances Eligibility Singapore Citizens or Singapore Permanent Residents Excellent undergraduate resul...,Deadline: All Year Round,T,F,T,T,F,F,F,F,T,F,F
Raffles Medical Group Scholarship (International),Raffles Medical Group Ltd,RMG offer scholarship to outstanding individuals from Asia Pacific economies (Hong Kong; Cambodia; Indonesia; Japan; Malaysia; Taiwan; Vietnam; PRC; Myanmar and Cambodia) to pursue undergraduate studies at local universities in Singapore. Course of study Nursing Pharmacy Diagnostic Radiography Occup...,Deadline: All Year Round,T,F,F,F,T,T,T,T,T,F,F
Sembcorp Scholarship,Sembcorp Industries,Field of Study Arts; Humanities and Social Sciences (Philosophy; Politics & Economics) Building and Real Estate (Property Management and Industrial Parks Management) Engineering (Chemical; Civil; Electrical; Environmental; Marine / Offshore and Mechanical; Naval Architecture) Science (Architectu...,Deadline: Closed for this cycle.,T,F,T,T,F,F,T,T,T,F,F
Singapore Airlines Open Overseas Scholarship,Singapore Airlines Ltd (SIA),Courses: All courses are considered except Architecture; Biomedical; Biotechnology; Dentistry; Law; Medicine; and Pharmacy. Where tenable: Top Universities Overseas. Eligibility: Strong academic records in Secondary School and Junior College/International Baccalaureate (IB)/Polytechnic Strong leader...,Deadline: Closed for this cycle.,F,T,T,T,F,F,T,T,T,F,F
Singapore Airlines - SINDA Undergraduate Scholarship,Singapore Airlines Ltd (SIA),Courses: All courses are considered except Architecture; Biomedical; Biotechnology; Dentistry; Law; Medicine and Pharmacy. Where tenable: Top Universities Overseas Eligibility: Applicant or any one parent of applicant; must be a Singapore Citizen belonging to an Indian Sub Ethnic Group Strong academ...,Deadline: Closed for this cycle.,F,T,T,T,F,F,T,T,T,F,F
Singapore Airlines - Mendaki Undergraduate Scholarship,Singapore Airlines Ltd (SIA),Courses: All courses are considered except Architecture; Biomedical; Biotechnology; Dentistry; Law; Medicine; and Pharmacy. Where tenable: Top Universities Overseas. Eligibility: Applicant must be a Muslim Singapore Citizen Strong academic records in Secondary School and Junior College/International...,Deadline: Closed for this cycle.,F,T,T,T,F,F,T,T,T,F,F
SFA Postgraduate Scholarship (Full-Term/Mid-Term),Singapore Food Agency (SFA),SFA invites professionals and graduates who are currently pursuing/ are interested to pursue a Masterï¿½s or PhD at an established university (local or overseas) to apply for the SFA Postgraduate Scholarship. Scholars can look forward to a dynamic career with SFA; and be exposed to various portf...,Deadline: 31 Aug 2019; Sat,T,T,T,F,F,F,F,F,T,T,F
SFA Undergraduate Scholarship (Full-Term/Mid-Term),Singapore Food Agency (SFA),SFA invites students from established universities (local or overseas) with strong academic and non-academic achievements to apply for the SFA Undergraduate Scholarship. Scholars can look forward to a dynamic career with SFA; and be exposed to various portfolios in SFA. Scholars may also be provided...,Deadline: 31 Aug 2019; Sat,T,T,T,F,F,F,T,T,T,F,F
SingHealth Nursing Sponsorship (NITEC),Singapore Health Services (SingHealth),Citizenship Eligibility Singaporean or Singapore PR Academic Eligibility Good GCE ï¿½Nï¿½/ï¿½Oï¿½ Level Result Others Good CCA records Keen to have a career in the public healthcare sector as a nurse Training Institutionsï¿½& Duration 2 years at ITE Value of Award Month Allowa...,Deadline: All Year Round,T,F,T,T,F,T,F,T,F,F,F
SingHealth Nursing Sponsorship (Diploma),Singapore Health Services (SingHealth),Citizenship Eligibility Singaporean or Singapore PR Academic Eligibilityï¿½ Year 1 to 3 NYPï¿½ or NP nursing students with good academic results intending to pursue a nursing career in the public healthcare sector Others Good CCA record Training Institutions & Duration Up to 3 years at NYP...,Deadline: All Year Round,T,F,T,T,F,T,T,T,F,F,F
SingHealth Health Science Sponsorship (Diploma),Singapore Health Services (SingHealth),Citizenship Eligibility ï¿½Singaporean or Singapore PRï¿½ ï¿½Academic Eligibility Good GCE 'O' and 'A' level results; preferably in science subjects Other Good CCA records Training Institutions & Duration 3 years at NYP Courses/ Disciplines Diagnostic Radiography Physiot...,Deadline: All Year Round,T,F,T,T,F,T,T,T,F,F,F
SIM Postgraduate Scholarships (Richard K M Eu and You Poh Seng Scholarships),Singapore Institute of Management (SIM),Specially for SIM GE Graduates Eligibility ï¿½Open to Singapore citizens only ï¿½Awarded for postgraduate studies at reputable local or overseas universities ï¿½Awarded for studies in the fields of Engineering; IT and Computer Science; Science and Technology; Health Sciences; Banking; Econo...,Deadline: Closed for this cycle.,T,F,T,T,F,F,F,F,T,F,F
Singapore Institute of Technology (SIT) Scholarship,Singapore Institute of Technology (SIT),The Singapore Institute of Technology (SIT) Scholarship will be awarded to outstanding first-year students pursuing their first degree with SIT or its overseas university partners. This scholarship aims to encourage and cultivate a group of student leaders within the SIT body. Eligibility Applicants...,Deadline: Closed for this cycle.,T,F,T,T,F,F,T,T,T,F,F
STB Scholarship Programme 2019,Singapore Tourism Board,To cultivate talent and capability in the tourism sector; STB offers an attractive scholarship programme to tertiary and university students keen to pursue a career in the sector. Countries of study include; but are not limited to; USA; UK; Japan; and Switzerland while courses of study include; but ...,Deadline: Closed for this cycle.,T,T,T,T,F,F,T,T,T,F,F
STB Mid-Term Scholarship Programme 2019,Singapore Tourism Board,To cultivate talent and capability in the tourism sector; STB offers an attractive scholarship programme to tertiary and university students keen to pursue a career in the sector. Countries of study include; but are not limited to; USA; UK; Japan; and Switzerland while courses of study include; but ...,Deadline: Closed for this cycle.,T,T,T,T,F,F,T,T,T,F,F
Singapore-Industry Scholarship (SgIS) Mid-Term,Singapore-Industry Scholarship (SgIS),Mid-Term Scholarship for Studies in Singapore / Overseas Universities Eligibility for SgIS Mid-Term (Local) Singapore citizens who are currently pursuing their full-time undergraduate studies in a local university ï¿½ Singapore Citizens ï¿½ Good undergraduate results across all disciplines (e...,Deadline: Closed for this cycle.,T,T,T,T,F,F,T,F,T,F,F
Singtel Engineering Cadet Scholarship,Singtel Group (Singtel),The Singtel Engineering Cadet Scholarship Programme is currently available to students from Singapore Polytechnic; Ngee Ann Polytechnic; Republic Polytechnic and Temasek Polytechnic. This scholarship programme is targeted at students who have the passion and drive to work in Singtel and contribute w...,Deadline: Closed for this cycle.,T,F,T,T,F,F,T,T,T,F,F
Singtel Cyber Security Cadet Scholarship,Singtel Group (Singtel),The Singtel Cyber Security Cadet Scholarship Programme is currently available to students from Singapore Polytechnic; Ngee Ann Polytechnic; Republic Polytechnic;Temasek Polytechnic and Nanyang Polytechnic. This scholarship programme is targeted at students who have the passion and drive to work in S...,Deadline: Closed for this cycle.,T,F,T,T,F,F,T,T,T,F,F
Singtel Customer Experience Cadet Scholarship,Singtel Group (Singtel),The Singtel Customer Experience Cadet Scholarship Programme is currently available to students with relevant course from local Polytechnics. This scholarship programme is targeted at students who have the passion and drive to work in Singtel and contribute with their knowledge and skills to make the...,Deadline: Closed for this cycle.,T,F,T,T,F,F,T,T,T,F,F
SP Group Nithiah Nandan Polytechnic Scholarship,SP Group,The Scholarship entails: Areas Local Scholarship Institution Students tenable at local polytechnics Course of Study Electrical Engineering Mechanical Engineering Value of Scholarship Scholarship Lump Sum covering tuition fees and allowances Opportunity for internship to gain valuable learning experi...,Deadline: All Year Round,T,F,T,T,F,F,T,T,F,F,F
SP Group Mid-Term Scholarship,SP Group,The Scholarship entails Areas Local Mid-Term Scholarship Institution Students tenable at local universities Course of Study Electrical Engineering Mechanical Engineering Value of Scholarship Scholarship lump sum covering tuition fees and allowances Opportunity for internship to gain valuable learnin...,Deadline: All Year Round,T,F,T,T,F,F,T,F,T,F,F
SP Group Scholarship,SP Group,The Scholarship entails: Areas Local Scholarship Institution Students tenable at local universities Course of Study Electrical Engineering Mechanical Engineering Value of Scholarship Tuition fees and other approved academic charges Maintenance and other allowances (e.g. books; computer) Hostel allow...,Deadline: All Year Round,T,F,T,T,F,F,T,T,T,F,F
The Master of Hospitality Administration (MHA) Online Degree - Singapore Scholarship,University of Nevada; Las Vegas (UNLV),The MHA is an online degree program designed for hospitality professionals who have completed an undergraduate degree and are interested in taking their careers to the next level. With the MHA Singapore Scholarship; Singaporean students will receive the opportunity to earn an advanced degree from th...,Deadline: 15 Jul 2019; Mon,T,T,T,T,F,F,T,F,T,T,F
The Bachelor Degree in Hospitality Management Singapore Scholarship,University of Nevada; Las Vegas (UNLV),This scholarship is designed for Singaporeans who have graduated from high school and are interested in earning a bachelorï¿½s degree in hospitality management from the UNLV Harrah College of Hospitality. The scholarship will cover all tuition and fees (students are responsible for room and boar...,Deadline: Closed for this cycle.,F,T,T,T,F,F,T,T,T,F,F
URA Overseas / Local Scholarship (2019),Urban Redevelopment Authority (URA),Terms of Award - Overseas Scholarship ï¿½ 6-year bond ï¿½ Return economy airfare ï¿½ Tuition and other compulsory fees ï¿½ Monthly maintenance allowance ï¿½ Pre-studies allowance Terms of Award - Local Scholarship ï¿½ 4-year bond ï¿½ Tuition and other compulsory fees ï¿½ Mont...,Deadline: Closed for this cycle.,T,T,T,T,F,F,T,T,T,F,F
URA Overseas/ Local Scholarship (Mid-Course) 2019,Urban Redevelopment Authority (URA),Terms of Award - Overseas Scholarship (Mid-Course) ï¿½ 4-year bond ï¿½ Return economy airfare ï¿½ Tuition and other compulsory fees ï¿½ Monthly maintenance allowance ï¿½ Pre-studies allowance Terms of Award - Local Scholarship (Mid-Course) ï¿½ 2-year or 3-year bond ï¿½ Tuition a...,Deadline: Closed for this cycle.,T,T,T,T,F,F,T,F,T,F,F
MENDAKI Scholarships (University),Yayasan MENDAKI,Introduction The scholarship was introduced in 1995. It aims to reward top students who had performed exceptionally well at both GCE ï¿½Aï¿½ level examinations and Polytechnics. Course Preferred courses include Health & Life Sciences; Medicine; Multimedia Design; Engineering. Eligibility...,Deadline: 15 Jul 2019; Mon,T,T,T,F,F,T,T,T,T,F,F
MENDAKI - Dr Abdul Aziz Ali Scholarship,Yayasan MENDAKI,Introduction The scholarship was introduced in October 2006. Objective To alleviate the financial hardship faced by Malay/ Muslim medical or dental students who do not currently qualify for other scholarships and bursaries. Eligibility Criteria Student must be a Malay/Muslim Singaporean Each scholar...,Deadline: 15 Jul 2019; Mon,T,T,T,F,F,T,T,T,T,F,F
MENDAKI - Institution of Engineers Singapore (MENDAKI-IES) Scholarship (Engineering) Nominations by Polytechnics & Universities,Yayasan MENDAKI,Introduction This scholarship was introduced in 1985. Course Engineering in local Polytechnics; NUS/NTU/SIT/SUTD. Eligibility Criteria Muslim Singapore Citizens. Full time undergraduates of NUS/NTU/SIT/SUTD (2nd to 4th year only) Full time polytechnic students (3rd year only) Pass all year-end exami...,Deadline: 15 Jul 2019; Mon,T,F,T,F,F,T,T,T,T,F,F
MENDAKI-Institute of Singapore Chartered Accountants (MENDAKI-ISCA) Scholarship (Accounting) - Nominations by Universities,Yayasan MENDAKI,Introduction The Scholarship was introduced in 1987 Course Final year accountancy students in NUS/NTU/SMU/SIT/SUTD. Eligibility Criteria Muslim Singapore citizens Full-time students Have passed first and second year-end examinations with a Grade C minimum The Head of Accountancy department of NUS/NT...,Deadline: 15 Jul 2019; Mon,T,F,T,F,F,T,T,T,T,F,F
MENDAKI - Singapore Chinese Chamber of Commerce Foundation (MENDAKI-SCCCF) Joint Scholarship,Yayasan MENDAKI,Objective The objective of the scholarship is to reward top Malay-Muslim Singaporeans or Singapore PR students who will be pursuing their undergraduate studies in any of the local universities (NUS; NTU; SMU; SIT; SUTD & SUSS). The scholarship will be used to finance their university fees or cov...,Deadline: 15 Jul 2019; Mon,T,F,T,F,F,T,T,T,T,F,F
Special Malay Bursary (University),Yayasan MENDAKI,Introduction Before 1995; the Public Service Commission (PSC) administered the Special Malay Bursary (SMB) for Malay students studying in the local tertiary institutions. In 1995; MENDAKI took over the administration of the SMB. Condition Applicants must apply and complete the admission procedures r...,Deadline: 15 Jul 2019; Mon,T,F,T,F,F,T,T,T,T,F,F
SAA GE-YM Education Sponsorship Programme,Yayasan MENDAKI,Introduction SAA-GE-YM Education Sponsorship Programme aims to deliver high quality academic (Business & Accountancy) programmes to Malay/Muslim students. This is a collaborative effort towards enhancing the communityï¿½s academic opportunities and provides access to alternative pathways. Un...,Deadline: Closed for this cycle.,F,T,T,F,F,T,T,T,T,F,T
